"completeID","fresh_weight","width","height","diameter","thickness","accession","species","pad_id","dataset","H_div_W","FW_div_W","FW_div_D","FW_div_H","FW_div_T","D_div_W","dry_weight"
"PARL 326-2-2",744.8,16.4,28.7,69.1,26.8,326,"O. ficus-indica",1,"Year 1",1.75,45.4146341463415,10.7785817655572,25.9512195121951,27.7910447761194,4.21341463414634,23.0027777777778
"PARL 326-2-6",783.5,16.1,29.7,70.8,31.9,326,"O. ficus-indica",1,"Year 1",1.84472049689441,48.6645962732919,11.066384180791,26.3804713804714,24.5611285266458,4.39751552795031,23.0368055555556
"PARL 326-4-8",783.5,17.2,31.7,74.3,25.4,326,"O. ficus-indica",1,"Year 1",1.84302325581395,45.5523255813954,10.5450874831763,24.7160883280757,30.8464566929134,4.31976744186047,23.0963541666667
"PARL 326-3-5",785,16.3,29.9,74.2,23.4,326,"O. ficus-indica",1,"Year 1",1.83435582822086,48.159509202454,10.5795148247978,26.2541806020067,33.5470085470086,4.5521472392638,23.7428819444444
"PARL 326-2-8",809.7,18.1,31.6,76.9,24.4,326,"O. ficus-indica",1,"Year 1",1.74585635359116,44.7348066298343,10.5292587776333,25.623417721519,33.1844262295082,4.24861878453039,24.7977430555556
"PARL 326-1-7",855.3,17.4,28.1,72.6,25.5,326,"O. ficus-indica",1,"Year 1",1.61494252873563,49.1551724137931,11.7809917355372,30.4377224199288,33.5411764705882,4.17241379310345,28.5152777777778
"PARL 326-2-1",892.1,18.2,34.8,82.8,20.3,326,"O. ficus-indica",1,"Year 1",1.91208791208791,49.0164835164835,10.774154589372,25.6350574712644,43.9458128078818,4.54945054945055,29.6807291666667
"PARL 326-2-3",893.1,17.5,30.5,80.4,21.6,326,"O. ficus-indica",1,"Year 1",1.74285714285714,51.0342857142857,11.1082089552239,29.2819672131148,41.3472222222222,4.59428571428571,29.9444444444444
"PARL 326-4-3",906.6,18,32.9,79.1,27,326,"O. ficus-indica",1,"Year 1",1.82777777777778,50.3666666666667,11.4614412136536,27.5562310030395,33.5777777777778,4.39444444444444,29.9444444444444
"PARL 326-1-4",908.7,17.1,32.3,78.9,26.6,326,"O. ficus-indica",1,"Year 1",1.88888888888889,53.140350877193,11.5171102661597,28.1331269349845,34.1616541353383,4.6140350877193,30.8887152777778
"PARL 326-3-6",913.3,18.7,30.9,80.3,24.8,326,"O. ficus-indica",1,"Year 1",1.6524064171123,48.8395721925134,11.373599003736,29.5566343042071,36.8266129032258,4.29411764705882,31.2119791666667
"PARL 326-4-6",924.8,17.6,31.4,77.3,27.1,326,"O. ficus-indica",1,"Year 1",1.78409090909091,52.5454545454545,11.9637774902975,29.4522292993631,34.1254612546125,4.39204545454545,31.8755208333333
"PARL 326-3-7",953,19.4,34.8,82.7,21.4,326,"O. ficus-indica",1,"Year 1",1.79381443298969,49.1237113402062,11.5235792019347,27.3850574712644,44.5327102803738,4.26288659793815,35.9078125
"PARL 326-1-8",1041.3,17.2,35.5,82.6,25.9,326,"O. ficus-indica",1,"Year 1",2.06395348837209,60.5406976744186,12.6065375302663,29.3323943661972,40.2046332046332,4.80232558139535,41.3777777777778
"PARL 326-4-4",1073.4,18.5,33.7,80.6,30.6,326,"O. ficus-indica",1,"Year 1",1.82162162162162,58.0216216216216,13.317617866005,31.8516320474777,35.078431372549,4.35675675675676,43.8277777777778
"PARL 326-3-3",1094.5,19.9,32.1,81.1,29.1,326,"O. ficus-indica",1,"Year 1",1.61306532663317,55,13.4956843403206,34.0965732087227,37.6116838487972,4.07537688442211,47.5453125
"PARL 326-3-2",1097,18.9,36.6,88.2,22.7,326,"O. ficus-indica",1,"Year 1",1.93650793650794,58.042328042328,12.437641723356,29.9726775956284,48.3259911894273,4.66666666666667,49.459375
"PARL 326-1-5",1163,18.4,34.4,83.8,26.3,326,"O. ficus-indica",1,"Year 1",1.8695652173913,63.2065217391304,13.8782816229117,33.8081395348837,44.2205323193916,4.55434782608696,53.3555555555556
"PARL 326-2-5",1177.3,19.6,33,86.2,24.6,326,"O. ficus-indica",1,"Year 1",1.68367346938776,60.0663265306122,13.6577726218097,35.6757575757576,47.8577235772358,4.39795918367347,55.2355902777778
"PARL 326-4-1",1224.1,19.2,35.9,88.6,28,326,"O. ficus-indica",1,"Year 1",1.86979166666667,63.7552083333333,13.8160270880361,34.0974930362117,43.7178571428571,4.61458333333333,63.3256944444444
"PARL 326-4-7",1233.6,19.5,36.7,90.5,24.1,326,"O. ficus-indica",1,"Year 1",1.88205128205128,63.2615384615385,13.6309392265193,33.6130790190736,51.1867219917012,4.64102564102564,67.4345486111111
"PARL 326-1-1",1298.5,19.4,33.6,83.1,32.7,326,"O. ficus-indica",1,"Year 1",1.7319587628866,66.9329896907217,15.6257521058965,38.6458333333333,39.7094801223242,4.28350515463918,76.715625
"PARL 326-1-6",1445.3,19.3,38.9,94.7,29.7,326,"O. ficus-indica",1,"Year 1",2.01554404145078,74.8860103626943,15.2618796198522,37.1542416452442,48.6632996632997,4.90673575129534,97.7447916666667
"PARL 390-1-5",421.5,17.5,23.7,66.6,13.9,390,"O. robusta",1,"Year 1",1.35428571428571,24.0857142857143,6.32882882882883,17.7848101265823,30.3237410071942,3.80571428571429,16.1035680751174
"PARL 390-4-4",657.8,20.3,22.4,70.6,20.7,390,"O. robusta",1,"Year 1",1.10344827586207,32.4039408866995,9.31728045325779,29.3660714285714,31.7777777777778,3.47783251231527,16.9058215962441
"PARL 390-4-2",772.7,21.3,29.3,81.6,18.3,390,"O. robusta",1,"Year 1",1.37558685446009,36.2769953051643,9.46936274509804,26.3720136518771,42.224043715847,3.83098591549296,19.7137089201878
"PARL 390-1-7",850.3,23.5,30.1,84.5,15.7,390,"O. robusta",1,"Year 1",1.28085106382979,36.1829787234043,10.0627218934911,28.2491694352159,54.1592356687898,3.59574468085106,20.4407511737089
"PARL 390-3-4",934.5,22.5,27.7,78.1,19.9,390,"O. robusta",1,"Year 1",1.23111111111111,41.5333333333333,11.9654289372599,33.7364620938628,46.9597989949749,3.47111111111111,20.8585915492958
"PARL 390-1-1",1016,21.9,34.3,89.9,18.5,390,"O. robusta",1,"Year 1",1.5662100456621,46.3926940639269,11.301446051168,29.6209912536443,54.9189189189189,4.10502283105023,22.3962441314554
"PARL 390-1-3",1043,22.1,29.1,80.8,26.1,390,"O. robusta",1,"Year 1",1.31674208144796,47.1945701357466,12.9084158415842,35.8419243986254,39.9616858237548,3.65610859728507,22.630234741784
"PARL 390-2-7",1160.9,21.6,31.1,82.5,27,390,"O. robusta",1,"Year 1",1.43981481481481,53.7453703703704,14.0715151515152,37.3279742765273,42.9962962962963,3.81944444444444,22.6887323943662
"PARL 390-1-4",1162.8,25.1,33.4,92.3,20.6,390,"O. robusta",1,"Year 1",1.33067729083665,46.3266932270916,12.5980498374865,34.814371257485,56.4466019417476,3.67729083665339,23.3238497652582
"PARL 390-4-8",1194.9,23.3,33.4,90.7,23.9,390,"O. robusta",1,"Year 1",1.43347639484979,51.2832618025751,13.1742006615215,35.7754491017964,49.9958158995816,3.89270386266094,24.3433802816901
"PARL 390-1-2",1196.1,25,28.5,82.5,25.1,390,"O. robusta",1,"Year 1",1.14,47.844,14.4981818181818,41.9684210526316,47.6533864541833,3.3,24.3600938967136
"PARL 390-2-3",1309.4,25.5,36,100.4,24.2,390,"O. robusta",1,"Year 1",1.41176470588235,51.3490196078431,13.0418326693227,36.3722222222222,54.1074380165289,3.93725490196078,27.3267605633803
"PARL 390-3-8",1323.7,24.4,36.5,96,18.9,390,"O. robusta",1,"Year 1",1.49590163934426,54.25,13.7885416666667,36.2657534246575,70.037037037037,3.9344262295082,28.0120187793427
"PARL 390-2-2",1337.4,23.7,36,94.9,22.7,390,"O. robusta",1,"Year 1",1.51898734177215,56.4303797468354,14.0927291886196,37.15,58.9162995594714,4.0042194092827,29.1569014084507
"PARL 390-4-3",1380.5,26.4,27.1,86.2,27,390,"O. robusta",1,"Year 1",1.02651515151515,52.2916666666667,16.0150812064965,50.9409594095941,51.1296296296296,3.26515151515152,29.4159624413146
"PARL 390-2-6",1506.3,26.5,33,99.5,21.3,390,"O. robusta",1,"Year 1",1.24528301886792,56.8415094339623,15.1386934673367,45.6454545454545,70.7183098591549,3.75471698113208,30.3435680751174
"PARL 390-1-6",1512,29.5,38.8,107.2,21.5,390,"O. robusta",1,"Year 1",1.31525423728814,51.2542372881356,14.1044776119403,38.9690721649485,70.3255813953488,3.63389830508475,30.6611267605634
"PARL 390-2-1",1539.5,27.8,34.8,95.7,23.8,390,"O. robusta",1,"Year 1",1.25179856115108,55.3776978417266,16.0867293625914,44.2385057471264,64.6848739495798,3.44244604316547,31.3129577464789
"PARL 390-4-7",1590.8,32.7,34.7,105.1,21,390,"O. robusta",1,"Year 1",1.0611620795107,48.6483180428135,15.1360608943863,45.8443804034582,75.7523809523809,3.21406727828746,35.2740845070423
"PARL 390-1-8",1615.4,24.2,35.6,95.4,33.4,390,"O. robusta",1,"Year 1",1.47107438016529,66.7520661157025,16.9329140461216,45.376404494382,48.3652694610779,3.94214876033058,37.3215023474178
"PARL 390-2-8",1619.8,25.8,34.6,94.6,28.2,390,"O. robusta",1,"Year 1",1.34108527131783,62.7829457364341,17.122621564482,46.8150289017341,57.4397163120567,3.66666666666667,40.6475117370892
"PARL 390-4-5",1633.9,25.7,34.1,92.6,29.9,390,"O. robusta",1,"Year 1",1.32684824902724,63.5758754863813,17.6447084233261,47.9149560117302,54.6454849498328,3.60311284046693,43.0542723004695
"PARL 390-3-5",1748.1,26.8,36.5,98.3,26.7,390,"O. robusta",1,"Year 1",1.36194029850746,65.2276119402985,17.7833163784334,47.8931506849315,65.4719101123596,3.66791044776119,46.7061971830986
"PARL 390-2-4",1869.8,24,34.3,93.4,32.1,390,"O. robusta",1,"Year 1",1.42916666666667,77.9083333333333,20.0192719486081,54.5131195335277,58.2492211838006,3.89166666666667,48.5864788732394
"PARL 390-3-6",2064.4,30.7,37.2,105.7,27,390,"O. robusta",1,"Year 1",1.21172638436482,67.2442996742671,19.5307473982971,55.494623655914,76.4592592592593,3.44299674267101,52.413896713615
"PARL 390-4-1",2169.4,29.2,36.7,104.9,26.3,390,"O. robusta",1,"Year 1",1.25684931506849,74.2945205479452,20.6806482364156,59.1117166212534,82.4866920152091,3.59246575342466,54.2607511737089
"PARL 390-2-5",2263.4,33.4,38.7,109.9,25.9,390,"O. robusta",1,"Year 1",1.15868263473054,67.7664670658683,20.5950864422202,58.4857881136951,87.3899613899614,3.29041916167665,62.2080751173709
"PARL 572-1-7",527.1,14,28,68,19.8,572,"O. ficus-indica",1,"Year 1",2,37.65,7.75147058823529,18.825,26.6212121212121,4.85714285714286,12.0785920925747
"PARL 572-1-8",548,15.4,30.3,72.6,13,572,"O. ficus-indica",1,"Year 1",1.96753246753247,35.5844155844156,7.54820936639118,18.0858085808581,42.1538461538462,4.71428571428571,12.6803278688525
"PARL 572-2-4",590.1,18,31,79.2,17,572,"O. ficus-indica",1,"Year 1",1.72222222222222,32.7833333333333,7.45075757575758,19.0354838709677,34.7117647058824,4.4,14.7864030858245
"PARL 572-2-6",693.6,19.2,38,81.8,22.2,572,"O. ficus-indica",1,"Year 1",1.97916666666667,36.125,8.47921760391198,18.2526315789474,31.2432432432432,4.26041666666667,15.6451301832208
"PARL 572-1-3",705.8,17.7,30.5,78,19,572,"O. ficus-indica",1,"Year 1",1.72316384180791,39.8757062146893,9.04871794871795,23.1409836065574,37.1473684210526,4.40677966101695,16.7984570877531
"PARL 572-2-5",726.7,17.7,36.8,84.7,19.1,572,"O. ficus-indica",1,"Year 1",2.07909604519774,41.0564971751412,8.57969303423849,19.7472826086957,38.0471204188482,4.78531073446328,16.9488910318226
"PARL 572-4-1",748.7,19.2,37.3,84.1,16.5,572,"O. ficus-indica",1,"Year 1",1.94270833333333,38.9947916666667,8.9024970273484,20.0723860589812,45.3757575757576,4.38020833333333,16.9739633558341
"PARL 572-2-8",763.9,18.3,36.8,90.4,16.5,572,"O. ficus-indica",1,"Year 1",2.01092896174863,41.7431693989071,8.45022123893805,20.758152173913,46.2969696969697,4.93989071038251,17.0178399228544
"PARL 572-4-2",779.3,17.8,33.7,83.6,20.8,572,"O. ficus-indica",1,"Year 1",1.89325842696629,43.7808988764045,9.32177033492823,23.1246290801187,37.4663461538462,4.69662921348315,17.4942140790743
"PARL 572-2-2",797.1,18.8,36.7,83.7,20.7,572,"O. ficus-indica",1,"Year 1",1.95212765957447,42.3989361702128,9.52329749103943,21.7193460490463,38.5072463768116,4.45212765957447,18.2589199614272
"PARL 572-2-1",808.2,19.6,38.3,91.7,14,572,"O. ficus-indica",1,"Year 1",1.95408163265306,41.234693877551,8.81352235550709,21.1018276762402,57.7285714285714,4.67857142857143,18.271456123433
"PARL 572-2-3",817.1,19.7,36,86.2,14,572,"O. ficus-indica",1,"Year 1",1.82741116751269,41.4771573604061,9.47911832946636,22.6972222222222,58.3642857142857,4.3756345177665,20.49662487946
"PARL 572-1-1",854,19.2,35.5,84.4,17,572,"O. ficus-indica",1,"Year 1",1.84895833333333,44.4791666666667,10.1184834123223,24.056338028169,50.2352941176471,4.39583333333333,21.0106075216972
"PARL 572-4-6",901.1,19.8,34.3,83.3,25.3,572,"O. ficus-indica",1,"Year 1",1.73232323232323,45.510101010101,10.8175270108043,26.2711370262391,35.6166007905138,4.20707070707071,22.0636451301832
"PARL 572-2-7",956.5,19.8,38.6,89.2,23.3,572,"O. ficus-indica",1,"Year 1",1.94949494949495,48.3080808080808,10.7230941704036,24.779792746114,41.0515021459227,4.50505050505051,22.0636451301832
"PARL 572-4-3",1026.1,21.3,40.5,90.2,20.6,572,"O. ficus-indica",1,"Year 1",1.90140845070423,48.1737089201878,11.3758314855876,25.3358024691358,49.8106796116505,4.23474178403756,22.7594021215043
"PARL 572-4-5",1038.3,20.2,40.8,95.5,18.7,572,"O. ficus-indica",1,"Year 1",2.01980198019802,51.4009900990099,10.8722513089005,25.4485294117647,55.524064171123,4.72772277227723,22.9975891996143
"PARL 572-1-4",1051.8,20.8,41.3,96.3,21,572,"O. ficus-indica",1,"Year 1",1.98557692307692,50.5673076923077,10.9221183800623,25.4673123486683,50.0857142857143,4.62980769230769,23.4864995178399
"PARL 572-4-7",1164.7,20.6,37.2,90.6,20.9,572,"O. ficus-indica",1,"Year 1",1.80582524271845,56.5388349514563,12.855408388521,31.3091397849462,55.7272727272727,4.39805825242718,26.4575699132112
"PARL 572-1-2",1193.4,21.7,45,105.1,17,572,"O. ficus-indica",1,"Year 1",2.07373271889401,54.9953917050691,11.3549000951475,26.52,70.2,4.84331797235023,27.99324975892
"PARL 572-4-8",1257,22.6,43.8,105,18.3,572,"O. ficus-indica",1,"Year 1",1.93805309734513,55.6194690265487,11.9714285714286,28.6986301369863,68.6885245901639,4.64601769911504,30.4879459980714
"PARL 580-2-2",635.6,13.9,42,93.5,16.8,580,"O. ficus-indica",1,"Year 1",3.02158273381295,45.726618705036,6.79786096256684,15.1333333333333,37.8333333333333,6.72661870503597,14.091407678245
"PARL 580-2-1",664.5,15.4,37.9,85.4,17.5,580,"O. ficus-indica",1,"Year 1",2.46103896103896,43.1493506493507,7.78103044496487,17.532981530343,37.9714285714286,5.54545454545455,14.7934186471664
"PARL 580-1-6",677.8,11.9,46.1,96.9,24.3,580,"O. ficus-indica",1,"Year 1",3.87394957983193,56.9579831932773,6.99484004127967,14.7028199566161,27.8930041152263,8.14285714285714,17.2504570383912
"PARL 580-4-2",687.4,13.8,38.9,86.1,21.2,580,"O. ficus-indica",1,"Year 1",2.81884057971014,49.8115942028985,7.98373983739837,17.6709511568123,32.4245283018868,6.23913043478261,17.8866544789762
"PARL 580-1-1",707.8,15,41.5,92.3,19.19,580,"O. ficus-indica",1,"Year 1",2.76666666666667,47.1866666666667,7.66847237269772,17.055421686747,36.8837936425221,6.15333333333333,18.2522851919561
"PARL 580-1-7",714,14.7,39,82.5,16.99,580,"O. ficus-indica",1,"Year 1",2.6530612244898,48.5714285714286,8.65454545454545,18.3076923076923,42.0247204237787,5.61224489795918,19.5978062157221
"PARL 580-2-4",727,13.8,38.5,89.4,20.4,580,"O. ficus-indica",1,"Year 1",2.78985507246377,52.6811594202899,8.13199105145414,18.8831168831169,35.6372549019608,6.47826086956522,19.7733089579525
"PARL 580-4-5",734.1,15.1,38.2,88.8,18,580,"O. ficus-indica",1,"Year 1",2.52980132450331,48.6158940397351,8.26689189189189,19.217277486911,40.7833333333333,5.88079470198675,19.8025594149909
"PARL 580-1-3",821.8,17.4,42,94.4,17.48,580,"O. ficus-indica",1,"Year 1",2.41379310344828,47.2298850574713,8.70550847457627,19.5666666666667,47.0137299771167,5.42528735632184,19.853747714808
"PARL 580-4-7",824.9,14.7,41.2,88.2,21.9,580,"O. ficus-indica",1,"Year 1",2.80272108843537,56.1156462585034,9.35260770975057,20.0218446601942,37.6666666666667,6,20.4095063985375
"PARL 580-2-8",830.6,15.1,40,89.3,20.6,580,"O. ficus-indica",1,"Year 1",2.64900662251656,55.0066225165563,9.30123180291153,20.765,40.3203883495146,5.91390728476821,21.3016453382084
"PARL 580-4-1",848.7,15.1,36.4,81.6,25.7,580,"O. ficus-indica",1,"Year 1",2.41059602649007,56.205298013245,10.4007352941176,23.3159340659341,33.0233463035019,5.40397350993377,21.3162705667276
"PARL 580-2-7",848.8,14.3,43.9,97.6,18.9,580,"O. ficus-indica",1,"Year 1",3.06993006993007,59.3566433566434,8.69672131147541,19.3348519362187,44.9100529100529,6.82517482517482,23.9122486288848
"PARL 580-2-3",893.4,14.2,38.3,90.3,25,580,"O. ficus-indica",1,"Year 1",2.69718309859155,62.9154929577465,9.8936877076412,23.3263707571802,35.736,6.35915492957746,24.5118829981718
"PARL 580-4-3",925.9,17.7,42.2,96.8,20.8,580,"O. ficus-indica",1,"Year 1",2.38418079096045,52.3107344632768,9.5650826446281,21.9407582938389,44.5144230769231,5.46892655367232,25.5137111517367
"PARL 580-1-8",962.2,15.4,48.1,107.8,21.84,580,"O. ficus-indica",1,"Year 1",3.12337662337662,62.4805194805195,8.92578849721707,20.004158004158,44.0567765567766,7,25.7404021937843
"PARL 580-4-6",979.4,16.4,36.6,91.1,23.1,580,"O. ficus-indica",1,"Year 1",2.23170731707317,59.719512195122,10.7508232711306,26.7595628415301,42.3982683982684,5.55487804878049,25.7404021937843
"PARL 580-2-6",990.6,14.4,48,107.9,21,580,"O. ficus-indica",1,"Year 1",3.33333333333333,68.7916666666667,9.18072289156627,20.6375,47.1714285714286,7.49305555555556,26.5521023765996
"PARL 580-2-5",1019.1,14.3,43.5,101.2,27,580,"O. ficus-indica",1,"Year 1",3.04195804195804,71.2657342657343,10.0701581027668,23.4275862068966,37.7444444444444,7.07692307692308,26.8299817184643
"PARL 580-1-5",1034.1,16.5,43,101,18.73,580,"O. ficus-indica",1,"Year 1",2.60606060606061,62.6727272727273,10.2386138613861,24.0488372093023,55.2108916177256,6.12121212121212,27.400365630713
"PARL 580-4-4",1106.6,16.6,37.7,87.8,27.5,580,"O. ficus-indica",1,"Year 1",2.2710843373494,66.6626506024096,12.6036446469248,29.3527851458886,40.24,5.28915662650602,30.8665447897623
"PARL 580-1-4",1135.4,17.5,46,100.5,22.78,580,"O. ficus-indica",1,"Year 1",2.62857142857143,64.88,11.2975124378109,24.6826086956522,49.8419666374012,5.74285714285714,32.6581352833638
"PARL 580-4-8",1171.3,17.9,42.2,94.7,26.4,580,"O. ficus-indica",1,"Year 1",2.35754189944134,65.4357541899441,12.3685322069694,27.7559241706161,44.3674242424242,5.29050279329609,37.6745886654479
"PARL 582-4-8",477.1,11.7,32.2,67,19,582,"O. cochinillifera",1,"Year 1",2.75213675213675,40.7777777777778,7.12089552238806,14.8167701863354,25.1105263157895,5.72649572649573,13.5436498150432
"PARL 582-1-5",680,14.1,39.3,87.8,19.8,582,"O. cochinillifera",1,"Year 1",2.78723404255319,48.2269503546099,7.74487471526196,17.3027989821883,34.3434343434343,6.22695035460993,14.2183723797781
"PARL 582-4-1",695.7,13.4,40.3,90.6,18.7,582,"O. cochinillifera",1,"Year 1",3.00746268656716,51.9179104477612,7.67880794701987,17.2630272952854,37.2032085561497,6.76119402985075,16.5799013563502
"PARL 582-2-5",744.6,14.3,43.1,95.8,21.8,582,"O. cochinillifera",1,"Year 1",3.01398601398601,52.0699300699301,7.77244258872651,17.2761020881671,34.1559633027523,6.6993006993007,17.1913686806412
"PARL 582-3-4",780.6,13.3,40.3,90.6,21.6,582,"O. cochinillifera",1,"Year 1",3.03007518796992,58.6917293233083,8.6158940397351,19.3697270471464,36.1388888888889,6.81203007518797,17.5427866831073
"PARL 582-1-6",807.5,14.9,37.2,87.8,21.8,582,"O. cochinillifera",1,"Year 1",2.49664429530201,54.1946308724832,9.19703872437358,21.7069892473118,37.0412844036697,5.89261744966443,18.8360049321825
"PARL 582-1-7",811.6,13.9,41.5,93.6,21.8,582,"O. cochinillifera",1,"Year 1",2.98561151079137,58.3884892086331,8.67094017094017,19.5566265060241,37.2293577981651,6.73381294964029,19.0046855733662
"PARL 582-2-6",836.6,16.2,45.6,100.6,18.3,582,"O. cochinillifera",1,"Year 1",2.81481481481481,51.641975308642,8.31610337972167,18.3464912280702,45.7158469945355,6.20987654320988,19.0327990135635
"PARL 582-2-1",842.5,15.7,43.1,96.4,22.2,582,"O. cochinillifera",1,"Year 1",2.74522292993631,53.6624203821656,8.7396265560166,19.5475638051044,37.9504504504505,6.14012738853503,19.0819975339088
"PARL 582-1-4",847.4,15.3,40,92.7,22.4,582,"O. cochinillifera",1,"Year 1",2.61437908496732,55.3856209150327,9.14131607335491,21.185,37.8303571428571,6.05882352941176,19.6161528976572
"PARL 582-1-8",859.6,14.7,43.7,97.8,19.7,582,"O. cochinillifera",1,"Year 1",2.97278911564626,58.4761904761905,8.78936605316973,19.6704805491991,43.6345177664975,6.6530612244898,20.4876695437731
"PARL 582-3-8",863.1,14.2,43.6,97.4,20.3,582,"O. cochinillifera",1,"Year 1",3.07042253521127,60.7816901408451,8.86139630390144,19.795871559633,42.5172413793103,6.85915492957747,22.9827373612824
"PARL 582-2-8",897.2,16.8,42.4,99.3,20.3,582,"O. cochinillifera",1,"Year 1",2.52380952380952,53.4047619047619,9.03524672708963,21.1603773584906,44.1970443349754,5.91071428571429,23.5590628853268
"PARL 582-2-2",936.2,16.5,41.4,96.1,22.9,582,"O. cochinillifera",1,"Year 1",2.50909090909091,56.7393939393939,9.74193548387097,22.6135265700483,40.882096069869,5.82424242424242,24.5219482120838
"PARL 582-4-4",953.5,16.9,41.4,97.1,20,582,"O. cochinillifera",1,"Year 1",2.44970414201183,56.4201183431953,9.81977342945417,23.0314009661836,47.675,5.74556213017751,24.7398273736128
"PARL 582-2-4",961.8,14.6,43,99.4,21.5,582,"O. cochinillifera",1,"Year 1",2.94520547945206,65.8767123287671,9.67605633802817,22.3674418604651,44.7348837209302,6.80821917808219,24.7398273736128
"PARL 582-4-3",970,16.4,44.2,97.8,23.6,582,"O. cochinillifera",1,"Year 1",2.69512195121951,59.1463414634146,9.91820040899796,21.9457013574661,41.1016949152542,5.96341463414634,25.5199753390875
"PARL 582-1-1",973.9,15.6,40.2,93.2,22.5,582,"O. cochinillifera",1,"Year 1",2.57692307692308,62.4294871794872,10.4495708154506,24.226368159204,43.2844444444444,5.97435897435897,25.7870530209618
"PARL 582-2-3",986.9,16.7,40.6,94.6,22.6,582,"O. cochinillifera",1,"Year 1",2.4311377245509,59.0958083832335,10.4323467230444,24.307881773399,43.6681415929203,5.66467065868263,26.3352651048089
"PARL 582-3-1",994.9,15.6,37.3,103.1,23.9,582,"O. cochinillifera",1,"Year 1",2.39102564102564,63.775641025641,9.64985451018429,26.6729222520107,41.6276150627615,6.60897435897436,29.6667077681874
"PARL 582-4-5",1013.2,16.4,42.2,98.9,25.3,582,"O. cochinillifera",1,"Year 1",2.57317073170732,61.7804878048781,10.2446916076845,24.0094786729858,40.0474308300395,6.03048780487805,31.3886559802713
"PARL 582-3-7",1050.7,15.4,47.1,102.3,24.6,582,"O. cochinillifera",1,"Year 1",3.05844155844156,68.2272727272727,10.2707722385142,22.307855626327,42.7113821138211,6.64285714285714,34.1859432799014
"PARL 582-3-6",1051.2,15.7,45.6,102.6,22.7,582,"O. cochinillifera",1,"Year 1",2.90445859872611,66.9554140127389,10.2456140350877,23.0526315789474,46.3083700440529,6.53503184713376,36.210110974106
"PARL 582-3-2",1075.4,17.1,43.8,99.7,24.2,582,"O. cochinillifera",1,"Year 1",2.56140350877193,62.8888888888889,10.7863590772317,24.5525114155251,44.4380165289256,5.83040935672515,40.8628853267571
"PARL 582-4-2",1104.1,17.4,43.6,104.2,17.8,582,"O. cochinillifera",1,"Year 1",2.50574712643678,63.4540229885057,10.5959692898273,25.3233944954128,62.0280898876404,5.98850574712644,44.0818742293465
"PARL 582-4-6",1109.8,17.4,43.7,98.9,23.9,582,"O. cochinillifera",1,"Year 1",2.51149425287356,63.7816091954023,11.221435793731,25.395881006865,46.4351464435146,5.68390804597701,45.6351418002466
"PARL 582-1-3",1140.2,18.1,43.9,102.7,22.7,582,"O. cochinillifera",1,"Year 1",2.42541436464088,62.9944751381215,11.1022395326193,25.9726651480638,50.2290748898678,5.67403314917127,52.3191122071517
